name,nation,details,alias,def_country,activeplatforms
CLERMONT FOOT 63,false,"{""teamAbbr""=>""CFA"", ""teamCity""=>""Clermont-Ferrand"", ""teamName""=>""Clermont Foot 63"", ""teamFounded""=>""1942"", ""teamStadium""=>""Gabriel-Montpied"", ""teamCapacity""=>10363, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=317""}","CLERMONT FOOT 63, CLERMONT",FRANCE,true,"[""PES21"",""FIFA23""]"
COLUMBUS CREW,false,"{""teamAbbr""=>""CLB"", ""teamCity""=>""Columbus, OH"", ""teamName""=>""Columbus Crew"", ""teamFounded""=>""1994"", ""teamStadium""=>""Lower.com Field"", ""teamCapacity""=>20011, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=458""}",COLUMBUS CREW,USA,true,"[""PES21""]"
NASHVILLE SC,false,"{""teamAbbr""=>""NSC"", ""teamCity""=>""Nashville"", ""teamName""=>""Nashville SC"", ""teamFounded""=>""2016"", ""teamStadium""=>""Geodis Park"", ""teamCapacity""=>30000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=5058""}",NASHVILLE SC,USA,true,"[""FIFA23""]"
SAN JOSE EARTHQUAKERS,false,"{""teamAbbr""=>""SJE"", ""teamCity""=>""San Jose"", ""teamName""=>""San Jose Earthquakes"", ""teamFounded""=>""1995"", ""teamStadium""=>""PayPal Park"", ""teamCapacity""=>18000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1212""}",SAN JOSE EARTHQUAKERS,USA,true,"[""FIFA23""]"
FC HEIDENHEIM 1846,false,"{""teamAbbr""=>""FCH"", ""teamCity""=>""Heidenheim"", ""teamName""=>""1. FC Heidenheim 1846"", ""teamFounded""=>""1846"", ""teamStadium""=>""Voith-Arena"", ""teamCapacity""=>15000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1513""}",FC HEIDENHEIM 1846,GERMANY,true,"[""FIFA23""]"
NEW YORK RED BULLS,false,"{""teamAbbr""=>""NYR"", ""teamCity""=>""New Jersey"", ""teamName""=>""New York RB"", ""teamFounded""=>""1995"", ""teamStadium""=>""Red Bull Arena"", ""teamCapacity""=>25189, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=462""}",NEW YORK RED BULLS,USA,true,"[""FIFA23""]"
CENTRAL CÓRDOBA SDE,false,"{""teamAbbr""=>""CC"", ""teamCity""=>""Santiago del Estero"", ""teamName""=>""Central Córdoba SdE"", ""teamFounded""=>""1919"", ""teamStadium""=>""Alfredo Terrera"", ""teamCapacity""=>15000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=4518""}","CENTRAL CÓRDOBA SDE, CENTRAL CÓRDOBA",ARGENTINA,true,"[""PES21"",""FIFA23""]"
LOS ANGELES GALAXY,false,"{""teamAbbr""=>""LAG"", ""teamCity""=>""Los Angeles"", ""teamName""=>""Los Angeles Galaxy"", ""teamFounded""=>""1995"", ""teamStadium""=>""Dignity Health Sports Park"", ""teamCapacity""=>27000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=461""}",LOS ANGELES GALAXY,USA,true,"[""FIFA23""]"
NEW ENGLAND REVOLUTION,false,"{""teamAbbr""=>""NER"", ""teamCity""=>""Foxborough"", ""teamName""=>""New England Revolution"", ""teamFounded""=>""1995"", ""teamStadium""=>""Gillette Stadium"", ""teamCapacity""=>22385, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=463""}",NEW ENGLAND REVOLUTION,USA,true,"[""FIFA23""]"
SK STURM GRAZ,false,"{""teamAbbr""=>""STU"", ""teamCity""=>""Graz"", ""teamName""=>""SK Sturm Graz"", ""teamFounded""=>""1909"", ""teamStadium""=>""Liebenauer Stadium"", ""teamCapacity""=>16364, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=358""}",SK STURM GRAZ,AUSTRIA,true,"[""FIFA23""]"
PARIS FC,false,"{""teamAbbr""=>""PAR"", ""teamCity""=>""Paris"", ""teamName""=>""Paris FC"", ""teamFounded""=>""1969"", ""teamStadium""=>""Charléty"", ""teamCapacity""=>25000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1692""}","PARIS FC, PARIS",FRANCE,true,"[""PES21"",""FIFA23""]"
SV SANDHAUSEN,false,"{""teamAbbr""=>""SVS"", ""teamCity""=>""Sandhausen"", ""teamName""=>""SV Sandhausen"", ""teamFounded""=>""1916"", ""teamStadium""=>""BWT-Stadion am Hardtwald"", ""teamCapacity""=>15414, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1435""}",SV SANDHAUSEN,GERMANY,true,"[""FIFA23""]"
BODO GLIMT,false,"{""teamAbbr""=>""B/G"", ""teamCity""=>""Bodø"", ""teamName""=>""FK Bodø/Glimt"", ""teamFounded""=>""1916"", ""teamStadium""=>""Aspmyra"", ""teamCapacity""=>7800, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1209""}","FK BODO/GLIMT, BODO GLIMT",NORWAY,true,"[""FIFA23""]"
FC ST PAULI,false,"{""teamAbbr""=>""STP"", ""teamCity""=>""Hamburg"", ""teamName""=>""FC St. Pauli"", ""teamFounded""=>""1910"", ""teamStadium""=>""Millerntor-Stadion"", ""teamCapacity""=>29546, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1109""}","FC ST. PAULI, FC ST PAULI",GERMANY,true,"[""FIFA23""]"
NACIONAL,false,"{""teamAbbr""=>""CNF"", ""teamCity""=>""Montevideo"", ""teamName""=>""Nacional"", ""teamFounded""=>""1899"", ""teamStadium""=>""Gran Parque Central"", ""teamCapacity""=>34000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=375""}","NACIONAL, NACIONAL DE MONTEVIDEO",URUGUAY,true,"[""FIFA23""]"
NEW YORK CITY FC,false,"{""teamAbbr""=>""NYC"", ""teamCity""=>""New York"", ""teamName""=>""New York City FC"", ""teamFounded""=>""2013"", ""teamStadium""=>""Yankee Stadium"", ""teamCapacity""=>33444, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=3210""}",NEW YORK CITY FC,USA,true,"[""FIFA23""]"
COLORADO RAPIDS,false,"{""teamAbbr""=>""COL"", ""teamCity""=>""Colorado"", ""teamName""=>""Colorado Rapids"", ""teamFounded""=>""1995"", ""teamStadium""=>""DSG Park"", ""teamCapacity""=>19680, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=457""}",COLORADO RAPIDS,USA,true,"[""FIFA23""]"
VANCOUVER WHITECAPS,false,"{""teamAbbr""=>""VW"", ""teamCity""=>""Vancouver"", ""teamName""=>""Vancouver Whitecaps"", ""teamFounded""=>""1974"", ""teamStadium""=>""BC Place Stadium"", ""teamCapacity""=>60000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1619""}",VANCOUVER WHITECAPS,CANADA,true,"[""FIFA23""]"
FC KAISERSLAUTERN,false,"{""teamAbbr""=>""FCK"", ""teamCity""=>""Kaiserslautern"", ""teamName""=>""1. FC Kaiserslautern"", ""teamFounded""=>""1900"", ""teamStadium""=>""Fritz-Walter-Stadion"", ""teamCapacity""=>49780, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=405""}",FC KAISERSLAUTERN,GERMANY,true,"[""FIFA23""]"
DJURGARDENS IF,false,"{""teamAbbr""=>""DIF"", ""teamCity""=>""Stockholm"", ""teamName""=>""Djurgårdens IF"", ""teamFounded""=>""1891"", ""teamStadium""=>""Tele2 Arena"", ""teamCapacity""=>33000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=470""}",DJURGARDENS IF,SWEDEN,true,"[""FIFA23""]"
CF MONTREAL,false,"{""teamAbbr""=>""MTL"", ""teamCity""=>""Montreal"", ""teamName""=>""CF Montréal"", ""teamFounded""=>""1992"", ""teamStadium""=>""Stade Saputo"", ""teamCapacity""=>20801, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1790""}",CF MONTREAL,CANADA,true,"[""FIFA23""]"
INDEPENDIENTE MEDELLÍN,false,"{""teamAbbr""=>""DIM"", ""teamCity""=>""Medellín"", ""teamName""=>""Independiente Medellín"", ""teamFounded""=>""1913"", ""teamStadium""=>""Atanasio Girardot"", ""teamCapacity""=>45955, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=911""}",INDEPENDIENTE MEDELLÍN,COLOMBIA,true,"[""PES21"",""FIFA23""]"
INDEPENDIENTE DEL VALLE,false,"{""teamAbbr""=>""IND"", ""teamCity""=>""Sangolquí"", ""teamName""=>""Independiente del Valle"", ""teamFounded""=>""1958"", ""teamStadium""=>""Estadio de Independiente del Valle"", ""teamCapacity""=>12000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1562""}",INDEPENDIENTE DEL VALLE,ECUADOR,true,"[""FIFA23""]"
CA PLATENSE,false,"{""teamAbbr""=>""PLA"", ""teamCity""=>""Florida"", ""teamName""=>""CA Platense"", ""teamFounded""=>""1905"", ""teamStadium""=>""Estadio Ciudad de Vicente López"", ""teamCapacity""=>31051, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=2337""}",PLATENSE,ARGENTINA,true,"[""PES21"",""FIFA23""]"
AARHUS GF,false,"{""teamAbbr""=>""AGF"", ""teamCity""=>""Aarhus"", ""teamName""=>""Aarhus GF"", ""teamFounded""=>""1880"", ""teamStadium""=>""Aarhus Stadium"", ""teamCapacity""=>21000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1184""}","AARHUS GF, AGF",DENMARK,true,"[""PES21"",""FIFA23""]"
LEGIA WARSZAWA,false,"{""teamAbbr""=>""LEG"", ""teamCity""=>""Warszawa"", ""teamName""=>""Legia Warszawa"", ""teamFounded""=>""1916"", ""teamStadium""=>""Stadion Wojska Polskiego"", ""teamCapacity""=>31103, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=651""}",LEGIA WARSZAWA,POLAND,true,"[""FIFA23""]"
SPVGG GREUTHER FURTH,false,"{""teamAbbr""=>""SGF"", ""teamCity""=>""Fürth"", ""teamName""=>""SpVgg Greuther Fürth"", ""teamFounded""=>""1903"", ""teamStadium""=>""Sportpark Ronhof"", ""teamCapacity""=>15606, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=400""}","SPVGG GREUTHER FURTH, SPVGG GREUTHER FÜRTH",GERMANY,true,"[""FIFA23""]"
POGON SZCZECIN,false,"{""teamAbbr""=>""PSZ"", ""teamCity""=>""Szczecin"", ""teamName""=>""Pogon Szczecin"", ""teamFounded""=>""1948"", ""teamStadium""=>""Florian Kryger"", ""teamCapacity""=>17783, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1077""}",POGON SZCZECIN,POLAND,true,"[""FIFA23""]"
CS UNIVERSITATEA CRAIOVA,false,"{""teamAbbr""=>""CSU"", ""teamCity""=>""Craiova"", ""teamName""=>""CS Universitatea Craiova"", ""teamFounded""=>""2013"", ""teamStadium""=>""Ion Oblemenco"", ""teamCapacity""=>30000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=2883""}",CS UNIVERSITATEA CRAIOVA,ROMANIA,true,"[""FIFA23""]"
REAL SALT LAKE,false,"{""teamAbbr""=>""RSL"", ""teamCity""=>""Salt Lake City"", ""teamName""=>""Real Salt Lake"", ""teamFounded""=>""2004"", ""teamStadium""=>""Rio Tinto Stadium"", ""teamCapacity""=>20213, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=465""}",REAL SALT LAKE,USA,true,"[""FIFA23""]"
PETERBOROUGH UNITED,false,"{""teamAbbr""=>""PET"", ""teamCity""=>""Peterborough"", ""teamName""=>""Peterborough United"", ""teamFounded""=>""1934"", ""teamStadium""=>""London Road Stadium"", ""teamCapacity""=>15315, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=59""}",PETERBOROUGH UNITED,ENGLAND,true,"[""FIFA23""]"
CS EMELEC,false,"{""teamAbbr""=>""CSE"", ""teamCity""=>""Guayaquil"", ""teamName""=>""CS Emelec"", ""teamFounded""=>""1929"", ""teamStadium""=>""George Capwell"", ""teamCapacity""=>24019, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=886""}","EMELEC, CS EMELEC",ECUADOR,true,"[""FIFA23""]"
CHICAGO FIRE FC,false,"{""teamAbbr""=>""CHI"", ""teamCity""=>""Chicago"", ""teamName""=>""Chicago Fire"", ""teamFounded""=>""1997"", ""teamStadium""=>""Soldier Field"", ""teamCapacity""=>61500, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=455""}",CHICAGO FIRE FC,USA,true,"[""FIFA23""]"
FK AUSTRIA WIEN,false,"{""teamAbbr""=>""FAK"", ""teamCity""=>""Vienna"", ""teamName""=>""FK Austria Wien"", ""teamFounded""=>""1911"", ""teamStadium""=>""Generali Arena"", ""teamCapacity""=>17500, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=539""}",FK AUSTRIA WIEN,AUSTRIA,true,"[""FIFA23""]"
DIJON FCO,false,"{""teamAbbr""=>""DIJ"", ""teamCity""=>""Dijon"", ""teamName""=>""Dijon FCO"", ""teamFounded""=>""1998"", ""teamStadium""=>""Gaston-Gérard"", ""teamCapacity""=>15995, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=319""}",DIJON,FRANCE,true,"[""PES21"",""FIFA23""]"
EINTRACHT BRAUNSCHWEIG,false,"{""teamAbbr""=>""EBS"", ""teamCity""=>""Braunschweig"", ""teamName""=>""Eintracht Braunschweig"", ""teamFounded""=>""1895"", ""teamStadium""=>""Eintracht Stadion"", ""teamCapacity""=>23500, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=482""}",EINTRACHT BRAUNSCHWEIG,GERMANY,true,"[""FIFA23""]"
GIMNASIA LA PLATA,false,"{""teamAbbr""=>""GLP"", ""teamCity""=>""La Plata"", ""teamName""=>""Gimnasia La Plata"", ""teamFounded""=>""1887"", ""teamStadium""=>""Juan Carmelo Zerillo"", ""teamCapacity""=>21500, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=600""}","GIMNASIA LA PLATA, GIMNASIA Y ESGRIMA LA PLATA",ARGENTINA,true,"[""PES21"",""FIFA23""]"
IPSWICH TOWN,false,"{""teamAbbr""=>""IPS"", ""teamCity""=>""Ipswich"", ""teamName""=>""Ipswich Town"", ""teamFounded""=>""1878"", ""teamStadium""=>""Portman Road"", ""teamCapacity""=>30311, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=38""}",IPSWICH TOWN,ENGLAND,true,"[""FIFA23""]"
VALERENGA IF,false,"{""teamAbbr""=>""VIF"", ""teamCity""=>""Oslo"", ""teamName""=>""Vålerenga IF"", ""teamFounded""=>""1913"", ""teamStadium""=>""Ullevaal Stadion"", ""teamCapacity""=>28000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=468""}",VALERENGA IF,NORWAY,true,"[""FIFA23""]"
ZAGLEBIE LUBIN,false,"{""teamAbbr""=>""ZAG"", ""teamCity""=>""Lubin"", ""teamName""=>""Zaglebie Lubin"", ""teamFounded""=>""1946"", ""teamStadium""=>""Stadion Zagłębia Lubin"", ""teamCapacity""=>16068, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1060""}",ZAGLEBIE LUBIN,POLAND,true,"[""FIFA23""]"
SHENZHEN KAISA,false,"{""teamAbbr""=>""SFC"", ""teamCity""=>""Shenzhen"", ""teamName""=>""Shenzhen FC"", ""teamFounded""=>""1994"", ""teamStadium""=>""Shenzhen Stadium"", ""teamCapacity""=>33000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1905""}",SHENZHEN KAISA,CHINA,true,"[""PES21"",""FIFA23""]"
DAEGU FC,false,"{""teamAbbr""=>""DAE"", ""teamCity""=>""Daegu"", ""teamName""=>""Daegu FC"", ""teamFounded""=>""2003"", ""teamStadium""=>""Blue Arc"", ""teamCapacity""=>65754, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1082""}",DAEGU FC,REPUBLIC OF KOREA,true,"[""FIFA23""]"
SLASK WROCLAW,false,"{""teamAbbr""=>""SLA"", ""teamCity""=>""Wroclaw"", ""teamName""=>""Slask Wroclaw"", ""teamFounded""=>""1947"", ""teamStadium""=>""Stadion Miejski we Wrocławiu"", ""teamCapacity""=>43308, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1303""}",SLASK WROCLAW,POLAND,true,"[""FIFA23""]"
SHANGHAI SHENHUA,false,"{""teamAbbr""=>""SHS"", ""teamCity""=>""Shanghai"", ""teamName""=>""Shanghai Shenhua"", ""teamFounded""=>""1993"", ""teamStadium""=>""Hongkou"", ""teamCapacity""=>33060, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1066""}",SHANGHAI SHENHUA,CHINA,true,"[""PES21"",""FIFA23""]"
PEÑAROL,false,"{""teamAbbr""=>""PEÑ"", ""teamCity""=>""Montevideo"", ""teamName""=>""Peñarol"", ""teamFounded""=>""1891"", ""teamStadium""=>""Estadio Campeón del Siglo"", ""teamCapacity""=>40000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=376""}",PEÑAROL,URUGUAY,true,"[""FIFA23""]"
KS CRACOVIA,false,"{""teamAbbr""=>""CRA"", ""teamCity""=>""Krakow"", ""teamName""=>""KS Cracovia"", ""teamFounded""=>""1906"", ""teamStadium""=>""Józef Piłsudski"", ""teamCapacity""=>15500, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=650""}",KS CRACOVIA,POLAND,true,"[""FIFA23""]"
GIMCHEON SANGMU,false,"{""teamAbbr""=>""GIM"", ""teamCity""=>""Sangju"", ""teamName""=>""Gimcheon Sangmu"", ""teamFounded""=>""2003"", ""teamStadium""=>""Gimcheon Stadium"", ""teamCapacity""=>25000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=682""}",GIMCHEON SANGMU,REPUBLIC OF KOREA,true,"[""FIFA23""]"
HAMMARBY IF,false,"{""teamAbbr""=>""HIF"", ""teamCity""=>""Stockholm"", ""teamName""=>""Hammarby IF"", ""teamFounded""=>""1897"", ""teamStadium""=>""Tele2 Arena"", ""teamCapacity""=>33000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=472""}",HAMMARBY IF,SWEDEN,true,"[""FIFA23""]"
WISLA KRAKOW,false,"{""teamAbbr""=>""WIS"", ""teamCity""=>""Kraków"", ""teamName""=>""Wisla Kraków"", ""teamFounded""=>""1906"", ""teamStadium""=>""Stadion Miejski im. Henryka Reymana w Krakowie"", ""teamCapacity""=>33326, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=649""}",WISLA KRAKOW,POLAND,true,"[""FIFA23""]"
ARSENAL DE SARANDÍ,false,"{""teamAbbr""=>""ARS"", ""teamCity""=>""Avellaneda"", ""teamName""=>""Arsenal de Sarandí"", ""teamFounded""=>""1957"", ""teamStadium""=>""Julio Humberto Grondona"", ""teamCapacity""=>18300, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=268""}",ARSENAL,ARGENTINA,true,"[""PES21"",""FIFA23""]"
SV WEHEN WIESBADEN,false,"{""teamAbbr""=>""SV"", ""teamCity""=>""Wiesbaden"", ""teamName""=>""SV Wehen Wiesbaden"", ""teamFounded""=>""1926"", ""teamStadium""=>""Brita Arena"", ""teamCapacity""=>13500, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1123""}",SV WEHEN WIESBADEN,GERMANY,true,"[""FIFA23""]"
FC HERMANNSTADT,false,"{""teamAbbr""=>""FCH"", ""teamCity""=>""Sibiu"", ""teamName""=>""FC Hermannstadt"", ""teamFounded""=>""2015"", ""teamStadium""=>""Stadionul Municipal Sibiu"", ""teamCapacity""=>14200, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=4755""}",FC HERMANNSTADT,ROMANIA,true,"[""FIFA23""]"
CHAMOIS NIORTAIS,false,"{""teamAbbr""=>""NIO"", ""teamCity""=>""Niort"", ""teamName""=>""Chamois Niortais"", ""teamFounded""=>""1925"", ""teamStadium""=>""René-Gaillard"", ""teamCapacity""=>10988, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=337""}","NIORT, CHAMOIS NIORTAIS",FRANCE,true,"[""PES21"",""FIFA23""]"
BARCELONA SC,false,"{""teamAbbr""=>""BSC"", ""teamCity""=>""Guayaquil"", ""teamName""=>""Barcelona SC"", ""teamFounded""=>""1925"", ""teamStadium""=>""Monumental Banco Pichincha"", ""teamCapacity""=>59283, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=658""}","BARCELONA SC, BARCELONA DE GUAYAQUIL",COLOMBIA,true,"[""FIFA23""]"
HENAN SONGSHAN LONGMEN,false,"{""teamAbbr""=>""HN"", ""teamCity""=>""Zhengzhou"", ""teamName""=>""Henan FC"", ""teamFounded""=>""1994"", ""teamStadium""=>""Zhengzhou Hanghai Stadium"", ""teamCapacity""=>30000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1516""}",HENAN JIANYE,CHINA,true,"[""PES21"",""FIFA23""]"
CAMBRIDGE UNITED,false,"{""teamAbbr""=>""CAM"", ""teamCity""=>""Cambridge"", ""teamName""=>""Cambridge United"", ""teamFounded""=>""1912"", ""teamStadium""=>""Abbey Stadium"", ""teamCapacity""=>8127, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=17""}",CAMBRIDGE UNITED,ENGLAND,true,"[""FIFA23""]"
AC HORSENS,false,"{""teamAbbr""=>""ACH"", ""teamCity""=>""Horsens"", ""teamName""=>""AC Horsens"", ""teamFounded""=>""1994"", ""teamStadium""=>""Casa Arena Horsens"", ""teamCapacity""=>10495, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=690""}","AC HORSENS, HORSENS",DENMARK,true,"[""PES21"",""FIFA23""]"
WELLINGTON PHOENIX,false,"{""teamAbbr""=>""WEL"", ""teamCity""=>""Wellington"", ""teamName""=>""Wellington Phoenix"", ""teamFounded""=>""2004"", ""teamStadium""=>""Wellington Regional Stadium"", ""teamCapacity""=>34500, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=563""}",WELLINGTON PHOENIX,AUSTRALIA,true,"[""FIFA23""]"
CHINDIA TARGOVISTE,false,"{""teamAbbr""=>""CHI"", ""teamCity""=>""Târgoviște"", ""teamName""=>""Chindia Târgovişte"", ""teamFounded""=>""2010"", ""teamStadium""=>""Eugen Popescu"", ""teamCapacity""=>18000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=2500""}",CHINDIA TARGOVISTE,ROMANIA,true,"[""FIFA23""]"
Korona Kielce,false,"{""teamAbbr""=>""KOR"", ""teamCity""=>""Kielce"", ""teamName""=>""Korona Kielce"", ""teamFounded""=>""1973"", ""teamStadium""=>""Kolporter Arena"", ""teamCapacity""=>15550, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1070""}",Korona Kielce,POLAND,true,"[""FIFA23""]"
FLEETWOOD TOWN,false,"{""teamAbbr""=>""FWD"", ""teamCity""=>""Fleetwood"", ""teamName""=>""Fleetwood Town"", ""teamFounded""=>""1908"", ""teamStadium""=>""Highbury Stadium"", ""teamCapacity""=>5663, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1604""}",FLEETWOOD TOWN,ENGLAND,true,"[""FIFA23""]"
HALLESCHER FC,false,"{""teamAbbr""=>""HFC"", ""teamCity""=>""Halle an der Saale"", ""teamName""=>""Hallescher FC"", ""teamFounded""=>""1966"", ""teamStadium""=>""Erdgas Sportpark"", ""teamCapacity""=>15057, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=2249""}",HALLESCHER FC,GERMANY,true,"[""FIFA23""]"
SC BASTIA,false,"{""teamAbbr""=>""SCB"", ""teamCity""=>""Bastia"", ""teamName""=>""SC Bastia"", ""teamFounded""=>""1905"", ""teamStadium""=>""Armand-Cesari-Furiani"", ""teamCapacity""=>17000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=312""}","SC BASTIA, BASTIA",ITALY,true,"[""FIFA23""]"
MILTON KEYNES DONS,false,"{""teamAbbr""=>""MKD"", ""teamCity""=>""Milton Keynes"", ""teamName""=>""Milton Keynes Dons"", ""teamFounded""=>""2004"", ""teamStadium""=>""Stadium MK"", ""teamCapacity""=>30500, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=87""}",MILTON KEYNES DONS,ENGLAND,true,"[""FIFA23""]"
WARTA POZNAN,false,"{""teamAbbr""=>""WAR"", ""teamCity""=>""Poznań"", ""teamName""=>""Warta Poznan"", ""teamFounded""=>""1912"", ""teamStadium""=>""Stadion przy Drodze Dębińskiej"", ""teamCapacity""=>2500, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1899""}",WARTA POZNAN,POLAND,true,"[""FIFA23""]"
EXETER CITY,false,"{""teamAbbr""=>""EXE"", ""teamCity""=>""Exeter"", ""teamName""=>""Exeter City"", ""teamFounded""=>""1904"", ""teamStadium""=>""St James Park"", ""teamCapacity""=>9036, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=840""}",EXETER CITY,ENGLAND,true,"[""FIFA23""]"
MSV DUISBURG,false,"{""teamAbbr""=>""DUI"", ""teamCity""=>""Duisburg"", ""teamName""=>""MSV Duisburg"", ""teamFounded""=>""1902"", ""teamStadium""=>""Schauinsland-Reisen-Arena"", ""teamCapacity""=>31500, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=408""}",MSV DUISBURG,GERMANY,true,"[""FIFA23""]"
LINCOLN CITY,false,"{""teamAbbr""=>""LIN"", ""teamCity""=>""Lincoln"", ""teamName""=>""Lincoln City"", ""teamFounded""=>""1884"", ""teamStadium""=>""Sincil Bank"", ""teamCapacity""=>10127, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=43""}",LINCOLN CITY,ENGLAND,true,"[""FIFA23""]"
CHELTENHAM TOWN,false,"{""teamAbbr""=>""CHE"", ""teamCity""=>""Cheltenham"", ""teamName""=>""Cheltenham Town"", ""teamFounded""=>""1892"", ""teamStadium""=>""Whaddon Road"", ""teamCapacity""=>7408, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=22""}",CHELTENHAM TOWN,ENGLAND,true,"[""FIFA23""]"
